text,label
"My pet is sick because I didn't take proper care of them.",Personalization
"My wife is unhappy and it must be because I'm not the partner she deserves.",Personalization
"If I had been smarter, I would have seen the signs and prevented this.",Personalization
"The traffic is bad today because I chose the wrong route.",Personalization
"My brother dropped out of school because I wasn't a good role model.",Personalization
"My neighbor doesn't wave at me anymore, I must have offended them somehow.",Personalization
"My baby is colicky because I'm doing something wrong as a mother.",Personalization
"The team morale is low because I'm not an inspiring enough leader.",Personalization
"My father left our family because I wasn't the son he wanted.",Personalization
"If I hadn't been so needy, my ex wouldn't have broken up with me.",Personalization
"My roommate moved out because I was too difficult to live with.",Personalization
"My class didn't perform well on the standardized test because of my teaching.",Personalization
"My daughter is anxious because she inherited it from me.",Personalization
"The business partnership didn't work out because I'm not good at working with others.",Personalization
"My mom cries a lot and I feel like it's because I'm not the daughter she wanted.",Personalization
"I'm such an idiot for making that mistake.",Labeling
"I'm a complete loser who can't do anything right.",Labeling
"My ex is a narcissist who only cared about himself.",Labeling
"I'm just a lazy person, that's why I can't get anything done.",Labeling
"She's a terrible mother for letting her kids behave that way.",Labeling
"He's a pathological liar who can never be trusted.",Labeling
"I'm a failure because I couldn't keep my business running.",Labeling
"I'm such a coward for not standing up to my boss.",Labeling
"He's a toxic person and everyone who gets close to him gets hurt.",Labeling
"I'm so worthless that nobody would even notice if I wasn't here.",Labeling
"She's a drama queen who always has to make everything about herself.",Labeling
"I'm a horrible person for thinking those things.",Labeling
"My father is a monster for what he did to our family.",Labeling
"I'm broken beyond repair.",Labeling
"He's just a deadbeat dad who doesn't care about his kids.",Labeling
"I'm a fraud who doesn't deserve any of my success.",Labeling
"She's a gold digger who only married him for his money.",Labeling
"I'm a terrible friend, that's just who I am.",Labeling
"My boss is an incompetent fool who doesn't know what he's doing.",Labeling
"I'm pathetic for crying about this.",Labeling
"He's a manipulator who uses everyone around him.",Labeling
"I'm nothing but a burden to my family.",Labeling
"She's a control freak who can't let anyone else make decisions.",Labeling
"I'm a bad person because of what I did in the past.",Labeling
"My coworker is a backstabber who will throw anyone under the bus.",Labeling
"I'm a weak person because I can't handle stress.",Labeling
"My neighbor is a selfish jerk who only thinks about himself.",Labeling
"I'm disgusting for letting myself gain this much weight.",Labeling
"He's a bully and always will be.",Labeling
"I'm an embarrassment to my family.",Labeling
"She's a fake person who pretends to be nice.",Labeling
"I'm a screw-up who ruins everything I touch.",Labeling
"My mother is a martyr who uses guilt to control everyone.",Labeling
"I'm a disappointment to everyone who believed in me.",Labeling
"He's a quitter who gives up on everything.",Labeling
"I'm unlovable, that's why all my relationships end.",Labeling
"She's a snob who thinks she's better than everyone else.",Labeling
"I'm a mess and I always will be.",Labeling
"My ex is a psycho who made my life miserable.",Labeling
"I'm a terrible employee who doesn't deserve this job.",Labeling
"He's a user who only comes around when he needs something.",Labeling
"I'm hopeless and there's no changing that.",Labeling
"She's a pushover who lets everyone walk all over her.",Labeling
"I'm an awful mother for losing my patience with my kids.",Labeling
"My brother is a parasite who leeches off everyone.",Labeling
"I'm a reject that nobody wants to be around.",Labeling
"He's a control freak who has to have everything his way.",Labeling
"I'm such a disaster that I can't even take care of myself.",Labeling
"She's a hypocrite who says one thing and does another.",Labeling
"I'm damaged goods that nobody could ever love.",Labeling
"I'm just a stupid person who makes stupid choices.",Labeling
"My dad is a villain who destroyed our family on purpose.",Labeling
"I'm a walking disaster who creates problems wherever I go.",Labeling
"He's a creep and I should have seen the red flags sooner.",Labeling
"I'm a total wreck who can't keep it together.",Labeling
"She's an attention seeker who always needs to be in the spotlight.",Labeling
"I'm useless at everything I try.",Labeling
"My partner is a child who refuses to grow up and be responsible.",Labeling
"I'm a bad Christian for having doubts about my faith.",Labeling
"He's a snake who will betray you the moment it benefits him.",Labeling
"I'm a joke and everyone sees me that way.",Labeling
"She's a lazy person who wants everything handed to her.",Labeling
"I'm defective and nothing can fix me.",Labeling
"I literally cannot handle one more thing going wrong or I'll lose my mind completely.",Magnification
"This headache is probably a brain tumor, I just know it.",Magnification
"If I fail this test, my entire future is destroyed.",Magnification
"This small argument with my friend means our entire friendship is over.",Magnification
"Making a mistake at work will definitely get me fired.",Magnification
"If I don't get this promotion, I'll never advance in my career.",Magnification
"This pimple on my face is so noticeable that everyone is staring at it.",Magnification
"I felt my heart skip a beat and I'm convinced I'm having a heart attack.",Magnification
"If my partner sees my flaws, they'll realize I'm not worth being with.",Magnification
"This traffic jam is the worst thing that could possibly happen to me today.",Magnification
"My child got a C on one test and now their future is ruined.",Magnification
"I stumbled over one word in my speech and everyone thinks I'm a terrible speaker.",Magnification
"This cold is going to turn into something much worse, I can feel it.",Magnification
"If people see me cry, they'll think I'm completely unstable.",Magnification
"My landlord noticed a small stain and now they'll probably evict me.",Magnification
"I sent a typo in an email to my boss and now they'll never take me seriously.",Magnification
"This minor disagreement with my spouse is a sign that our marriage is falling apart.",Magnification
"If I don't respond to this message immediately, they'll think I don't care about them.",Magnification
"My stomach is hurting and I'm sure it's something life-threatening.",Magnification
"One bad date means I'll be alone forever.",Magnification
"I forgot to send that email and now the entire project is going to collapse.",Magnification
"This rejection letter has completely crushed any chance of having a writing career.",Magnification
"My kid fell at the playground and I'm terrified they broke something.",Magnification
"If I don't get eight hours of sleep tonight, tomorrow will be an absolute disaster.",Magnification
"I gained two pounds and now all my weight loss progress is completely undone.",Magnification
"My friend didn't text me back for a day and I'm convinced something terrible has happened.",Magnification
"This one bad quarter means the company is going under.",Magnification
"I noticed a weird mole and I'm absolutely certain it's skin cancer.",Magnification
"If I make the wrong decision here, it will ruin everything for everyone.",Magnification
"My dog has been sleeping more than usual and I'm terrified something is seriously wrong.",Magnification
"Being five minutes late to the meeting has completely destroyed my professional reputation.",Magnification
"I forgot my anniversary and this will be the thing that ends my marriage.",Magnification
"This minor criticism from my teacher means I'm terrible at writing.",Magnification
"I had one bad workout and now I'm sure I'll never get in shape.",Magnification
"If my child doesn't make friends this year, they'll be traumatized for life.",Magnification
"My back pain is probably a slipped disc and I'll need surgery for sure.",Magnification
"The fact that my ex moved on means I meant absolutely nothing to them.",Magnification
"One late payment on my credit card has completely ruined my credit score.",Magnification
"I raised my voice at my child once and now I've scarred them for life.",Magnification
"This leak in the ceiling means the whole house is falling apart.",Magnification
"My flight was delayed and now my entire vacation is going to be terrible.",Magnification
"If I eat one cookie, I'll spiral into completely unhealthy eating for weeks.",Magnification
"My teenager rolled their eyes at me and it feels like they hate me with every fiber of their being.",Magnification
"I made one wrong turn and now we're going to be so late that everyone will be furious.",Magnification
"This scratch on my car has completely ruined it.",Magnification
"I felt dizzy for a second and I'm convinced I'm going to faint in public.",Magnification
"My boss didn't say good morning and I'm sure I'm about to be put on a performance plan.",Magnification
"One bad night's sleep and I'm absolutely convinced I have insomnia.",Magnification
"My partner forgot to buy milk and it shows they don't care about anything I ask.",Magnification
"I got one question wrong on the test and now my GPA is going to plummet.",Magnification
"This small argument means we're fundamentally incompatible as people.",Magnification
"If I don't answer every email today, everything will fall apart.",Magnification
"My child got a nosebleed and I'm terrified it's a sign of something terrible.",Magnification
"I dropped my phone and the tiny crack means I need a completely new one.",Magnification
"One awkward silence during dinner means the relationship has run its course.",Magnification
"They probably think I'm stupid for asking that question.",Mind Reading
"My boss is definitely mad at me, I can tell by the way she looked at me.",Mind Reading
"My friend didn't text me back because she doesn't want to talk to me.",Mind Reading
"I could see in his eyes that he was judging me for what I was wearing.",Mind Reading
"My coworkers were whispering and I know they were talking about me.",Mind Reading
"She's only being nice to me because she wants something.",Mind Reading
"Everyone in the room is thinking about how awkward I am.",Mind Reading
"My therapist secretly thinks I'm a hopeless case.",Mind Reading
"My mother-in-law hates me, I can tell from the way she acts around me.",Mind Reading
"My partner is quiet tonight because they're mad at me about something.",Mind Reading
"The interviewer didn't smile so they obviously didn't like me.",Mind Reading
"My teacher thinks I'm not smart enough for this class.",Mind Reading
"People at the gym are definitely staring at me and thinking I look ridiculous.",Mind Reading
"My neighbor didn't wave back because they don't like me.",Mind Reading
"She said she was fine but I know she's upset with me.",Mind Reading
"My kids think I'm a terrible parent even though they don't say it.",Mind Reading
"Everyone at the party could tell I was uncomfortable and thought I was weird.",Mind Reading
"My doctor doesn't take my symptoms seriously because he thinks I'm making it up.",Mind Reading
"My coworker took credit for my work because they think I'm not important.",Mind Reading
"My sister thinks I'm selfish for not visiting more often.",Mind Reading
"The waiter gave me a look because they think I'm a bad tipper.",Mind Reading
"My friends only invite me out of obligation, not because they actually want me there.",Mind Reading
"My professor gave me that grade because she doesn't like me personally.",Mind Reading
"My date was probably bored the entire time and couldn't wait for it to end.",Mind Reading
"My in-laws think I'm not good enough for their child.",Mind Reading
"My colleagues think I got this position only because of connections, not talent.",Mind Reading
"The cashier was rude because they looked at me and assumed I'm difficult.",Mind Reading
"My childhood friends probably think I've changed and don't like who I am now.",Mind Reading
"My partner's family secretly wishes we'd break up.",Mind Reading
"My new neighbors think we're weird because we keep to ourselves.",Mind Reading
"Everyone at church can tell I'm struggling and they judge me for it.",Mind Reading
"My hairstylist thinks my hair is a mess and judges me every time I come in.",Mind Reading
"My roommate is annoyed with me, I can tell by how they close their bedroom door.",Mind Reading
"My manager doesn't give me important projects because they think I can't handle them.",Mind Reading
"People at school think I'm a nerd and make fun of me behind my back.",Mind Reading
"My aunt keeps asking about my love life because she thinks something is wrong with me.",Mind Reading
"My personal trainer thinks I'm not trying hard enough.",Mind Reading
"Everyone in the meeting could tell I was nervous and thought I was unprepared.",Mind Reading
"My dentist judges me every time I go because I don't floss enough.",Mind Reading
"My ex told everyone I'm crazy and now all our mutual friends think that too.",Mind Reading
"My brother thinks I'm a pushover because I always give in during arguments.",Mind Reading
"The other moms at school think I'm a bad parent because my kid acts out sometimes.",Mind Reading
"My landlord thinks I'm irresponsible because I was late on rent once.",Mind Reading
"My friend only agreed to help me because they felt sorry for me.",Mind Reading
"My partner's ex thinks they can do better than me.",Mind Reading
"My team thinks I'm a micromanager who doesn't trust them.",Mind Reading
"The person interviewing me could tell I was lying about my experience.",Mind Reading
"My parents are disappointed in me even though they say they're proud.",Mind Reading
"My yoga instructor singles me out because she thinks I'm the worst in the class.",Mind Reading
"Everyone at the office knows I was passed over for promotion and they pity me.",Mind Reading
"I keep failing at everything, I can never seem to get things right.",Overgeneralization
"Every time I trust someone, they end up betraying me.",Overgeneralization
"I always mess things up, no matter how hard I try.",Overgeneralization
"Nobody ever listens to what I have to say.",Overgeneralization
"Every relationship I've ever been in has ended badly.",Overgeneralization
"I never get picked for anything, I'm always the last choice.",Overgeneralization
"Things always go wrong whenever I'm involved.",Overgeneralization
"Everyone I've ever loved has eventually left me.",Overgeneralization
"I can never do anything right at work, my boss is always unhappy with me.",Overgeneralization
"All men are the same, they just want one thing.",Overgeneralization
"Nothing good ever happens to me, only bad things.",Overgeneralization
"Every time I try to be social, I end up embarrassing myself.",Overgeneralization
"I always pick the wrong people to be friends with.",Overgeneralization
"My family never supports any of my decisions.",Overgeneralization
"I'm always the one who has to apologize first in every argument.",Overgeneralization
"All my coworkers are against me, nobody wants to help.",Overgeneralization
"Every doctor I've been to has been completely useless.",Overgeneralization
"I never fit in anywhere, I'm always the outsider.",Overgeneralization
"All my attempts at losing weight have failed, nothing works for me.",Overgeneralization
"People always take advantage of my kindness.",Overgeneralization
"I always get passed over for opportunities that go to less qualified people.",Overgeneralization
"Every time I open up to someone, they use it against me.",Overgeneralization
"All my friends eventually stop calling, nobody sticks around.",Overgeneralization
"Nothing I do is ever enough for my parents.",Overgeneralization
"I always end up in toxic work environments no matter where I go.",Overgeneralization
"Every time something good starts to happen, something ruins it.",Overgeneralization
"Women always play games in relationships, you can never trust them.",Overgeneralization
"I can never catch a break, life is constantly throwing obstacles at me.",Overgeneralization
"All therapists are the same, they just nod and take your money.",Overgeneralization
"I always say the wrong thing at the worst possible time.",Overgeneralization
"Every school I've been to has been terrible and the teachers didn't care.",Overgeneralization
"Nobody in this family ever takes my feelings seriously.",Overgeneralization
"I always end up doing all the work in group projects.",Overgeneralization
"All my romantic partners have been controlling and manipulative.",Overgeneralization
"I can never keep a job for more than a year.",Overgeneralization
"Everyone always cancels plans on me at the last minute.",Overgeneralization
"Nothing I cook ever turns out right.",Overgeneralization
"I always attract the wrong kind of people into my life.",Overgeneralization
"Every vacation I've ever planned has been a disaster.",Overgeneralization
"People never give me a chance to explain myself.",Overgeneralization
"All bosses are the same, they just use you and don't care about you.",Overgeneralization
"I've never been good at anything and I never will be.",Overgeneralization
"Every time I try something new, I fail at it.",Overgeneralization
"Nobody ever remembers my birthday or thinks about me.",Overgeneralization
"All my siblings got the good genes and I got nothing.",Overgeneralization
"I always freeze up during important moments.",Overgeneralization
"Every time I go to a social event, I end up standing alone.",Overgeneralization
"Nothing in my life has ever gone according to plan.",Overgeneralization
"I always attract drama wherever I go.",Overgeneralization
"All my neighbors have been terrible people.",Overgeneralization
"If I'm not perfect at this, then I'm terrible at it.",All-or-nothing thinking
"My whole project is ruined because of one small error.",All-or-nothing thinking
"Either they love spending time with me or they secretly can't stand me.",All-or-nothing thinking
"If I eat one unhealthy meal, my entire diet is destroyed.",All-or-nothing thinking
"I'm either the smartest person in the class or the dumbest.",All-or-nothing thinking
"If my workout isn't intense, it doesn't count at all.",All-or-nothing thinking
"My friendship is either rock solid or completely fake.",All-or-nothing thinking
"If I make one parenting mistake, I've failed my children completely.",All-or-nothing thinking
"Either I'm thriving or I'm barely surviving, there's no in between.",All-or-nothing thinking
"If I can't master this skill quickly, I'll never learn it.",All-or-nothing thinking
"My job performance is either outstanding or terrible.",All-or-nothing thinking
"If I don't get straight A's, my transcript is worthless.",All-or-nothing thinking
"Either my home is magazine-worthy or it's a pigsty.",All-or-nothing thinking
"If I'm not the funniest person in the group, I'm boring.",All-or-nothing thinking
"My cooking is either restaurant quality or inedible.",All-or-nothing thinking
"If I can't maintain a perfect routine, I should just stop trying.",All-or-nothing thinking
"Either my kids are perfectly behaved or I'm a terrible parent.",All-or-nothing thinking
"If I'm not moving forward every day, I'm falling behind.",All-or-nothing thinking
"My recovery is either complete or I haven't made any progress.",All-or-nothing thinking
"If this presentation has a single flaw, the whole thing is ruined.",All-or-nothing thinking
"Either I'm fully in control of my emotions or I'm a complete wreck.",All-or-nothing thinking
"If I can't be the best friend possible, I shouldn't be a friend at all.",All-or-nothing thinking
"My garden is either perfect or an embarrassment.",All-or-nothing thinking
"If I'm not completely confident in my answer, I shouldn't speak up.",All-or-nothing thinking
"Either this date goes perfectly or it was a waste of time.",All-or-nothing thinking
"If I can't finish the whole book, reading half of it was pointless.",All-or-nothing thinking
"My art is either gallery-worthy or garbage.",All-or-nothing thinking
"If I slip up on one promise, I'm completely unreliable.",All-or-nothing thinking
"Either I'm the perfect spouse or I'm the worst partner ever.",All-or-nothing thinking
"If I can't run the entire distance without stopping, I shouldn't run.",All-or-nothing thinking
"My social media post either goes viral or it was a failure.",All-or-nothing thinking
"If I don't win, I'm a loser plain and simple.",All-or-nothing thinking
"Either people think I'm amazing or they think I'm worthless.",All-or-nothing thinking
"If I can't afford luxury, I'm poor.",All-or-nothing thinking
"My day is either productive or a complete waste.",All-or-nothing thinking
"If I don't feel 100% confident, I must be weak.",All-or-nothing thinking
"Either my body looks perfect or I'm unattractive.",All-or-nothing thinking
"If I can't solve everyone's problems, I'm useless to them.",All-or-nothing thinking
"My music practice is either flawless or I haven't improved at all.",All-or-nothing thinking
"If my resume isn't perfect, no one will hire me.",All-or-nothing thinking
"Either I dominate at sports or I shouldn't play.",All-or-nothing thinking
"If I don't have thousands of followers, my content doesn't matter.",All-or-nothing thinking
"My relationship advice is either life-changing or worthless.",All-or-nothing thinking
"If I can't teach this perfectly, I shouldn't teach at all.",All-or-nothing thinking
"Either my joke lands perfectly or I made a fool of myself.",All-or-nothing thinking
"If I'm not the hardest worker on the team, I'm lazy.",All-or-nothing thinking
"My interview was either flawless or a total trainwreck.",All-or-nothing thinking
"If I can't maintain eye contact the entire time, people think I'm shifty.",All-or-nothing thinking
"Either I ace every assignment or my grades are terrible.",All-or-nothing thinking
"If my Christmas gifts aren't perfect, the whole holiday is ruined.",All-or-nothing thinking
"Either things are going exactly as planned or my life is a mess.",All-or-nothing thinking
"If I don't get along with absolutely everyone, I'm a difficult person.",All-or-nothing thinking
"My singing is either beautiful or embarrassing.",All-or-nothing thinking
"If I can't stay calm in every situation, I have anger problems.",All-or-nothing thinking
"Either I'm the ideal weight or I'm unhealthy.",All-or-nothing thinking
"If I don't remember every detail, my memory is terrible.",All-or-nothing thinking
"My handwriting is either elegant or illegible.",All-or-nothing thinking
"If I can't cook a gourmet meal, I shouldn't cook at all.",All-or-nothing thinking
"Either my team respects me completely or they think I'm a joke.",All-or-nothing thinking
"If I don't nail every note, my performance was embarrassing.",All-or-nothing thinking
"I should always know the answer to every question people ask me.",Should statements
"My partner should instinctively know what's bothering me.",Should statements
"I shouldn't have any bad days when my life is this good.",Should statements
"My kids should respect me without me having to ask for it.",Should statements
"I should always appear strong in front of others.",Should statements
"People should always be on time and never waste my time.",Should statements
"I shouldn't need to take a mental health day from work.",Should statements
"My house should always be clean enough for guests.",Should statements
"I should have figured out my purpose in life by now.",Should statements
"My parents should understand why I made the choices I did.",Should statements
"I shouldn't get upset over little things like this.",Should statements
"People should always keep their word no matter what.",Should statements
"I should be able to manage my time better than this.",Should statements
"My children should never talk back to me.",Should statements
"I should always be there when someone needs me even if I'm exhausted.",Should statements
"My spouse should help with chores without being asked.",Should statements
"I shouldn't feel this way because I have no reason to be upset.",Should statements
"People should recognize effort even when results aren't perfect.",Should statements
"I should always maintain composure in stressful situations.",Should statements
"My friends should reach out to me as much as I reach out to them.",Should statements
"I shouldn't have to explain my boundaries to people.",Should statements
"My coworkers should be just as dedicated as I am.",Should statements
"I should never lose my patience with elderly people.",Should statements
"My kids should be grateful for everything I provide.",Should statements
"I should always make time for exercise no matter how busy I am.",Should statements
"People should always apologize when they're wrong.",Should statements
"I shouldn't feel anxious if I've prepared well enough.",Should statements
"My siblings should split caretaking duties equally.",Should statements
"I should always be the bigger person in conflicts.",Should statements
"Life should get easier the older you get.",Should statements
"I shouldn't still be affected by things that happened years ago.",Should statements
"My doctor should take every symptom I report seriously.",Should statements
"I should always prioritize my family over my career.",Should statements
"People should never make assumptions about others.",Should statements
"I shouldn't feel resentful toward my parents after all they did for me.",Should statements
"My manager should give me regular feedback on my performance.",Should statements
"I should never complain when others have it worse.",Should statements
"My partner should love me at my worst just as much as at my best.",Should statements
"I should always have a clean house before having people over.",Should statements
"People shouldn't talk about others behind their backs.",Should statements
"I shouldn't feel this stressed when other people handle the same workload just fine.",Should statements
"My teenager should tell me everything that's going on in their life.",Should statements
"I should never need to ask for help with something I should be able to do myself.",Should statements
"My family should accept me for who I am without trying to change me.",Should statements
"I should have seen the warning signs before things got this bad.",Should statements
"People should always be understanding of mental health struggles.",Should statements
"I shouldn't need to rest this much when other people are more productive.",Should statements
"My partner should never check their phone during dinner.",Should statements
"I should always be the one who plans get-togethers with friends.",Should statements
"People should stop posting such perfect lives on social media.",Should statements
"I shouldn't feel jealous of my coworker's promotion.",Should statements
"My adult children should want to spend holidays with me.",Should statements
"I should always put a positive spin on things.",Should statements
"My boss should notice when I go above and beyond.",Should statements
"I should have started saving for retirement earlier.",Should statements
"People should never talk about politics at family gatherings.",Should statements
"I shouldn't need reassurance from my partner so often.",Should statements
"My sister should have warned me before telling our parents.",Should statements
"I should always be the peacemaker in my family.",Should statements
"People should never break promises to children.",Should statements
"I should be able to handle criticism without getting emotional.",Should statements
"My boyfriend should remember the things that are important to me.",Should statements
"I shouldn't have this much trouble sleeping at night.",Should statements
"People should always treat customer service workers with respect.",Should statements
"I should never have moved back in with my parents.",Should statements
"My team should deliver their work on time without excuses.",Should statements
"I should always look professional even on casual Fridays.",Should statements
"People should never use their phone while driving.",Should statements
"I shouldn't have to beg for basic respect in my own home.",Should statements
"My landlord should fix things the first time I ask.",Should statements
"I should have more patience with my aging parents.",Should statements
"People should be upfront about their intentions from the start.",Should statements
"I shouldn't be this nervous about something I've done a hundred times.",Should statements
"My husband should want to spend more quality time with me.",Should statements
"I should always volunteer when someone needs help.",Should statements
"People should never ghost someone after multiple dates.",Should statements
"I should have stood up for myself when I had the chance.",Should statements
"My colleagues should include me in important decisions.",Should statements
"I shouldn't feel this angry at someone I love.",Should statements
"My professor should have explained the assignment more clearly.",Should statements
"I should always respond to texts and emails promptly.",Should statements
"People should never judge a book by its cover.",Should statements
"I shouldn't need therapy if I just try hard enough on my own.",Should statements
"My doctor should listen to me instead of just prescribing pills.",Should statements
"I should be further ahead financially at my age.",Should statements
"People should always show appreciation when you help them.",Should statements
"I got straight A's on my report card but one A-minus and that's what I keep thinking about.",Mental filter
"My partner planned an incredible surprise party but one guest couldn't make it and I felt let down.",Mental filter
"I received a standing ovation but noticed one person wasn't clapping and it ruined the moment.",Mental filter
"I had a lovely conversation with ten new people at the event but the one person who ignored me is all I think about.",Mental filter
"My portfolio has been performing great all year but one stock dipped and I feel like a terrible investor.",Mental filter
"I raised three wonderful children but I keep beating myself up over the one argument I had with my youngest.",Mental filter
"My coworkers said my idea was brilliant but my manager said it needed a few tweaks and I feel crushed.",Mental filter
"I had a wonderful day at the beach but I got sunburned on my shoulders and that's all I remember.",Mental filter
"My friends threw me the best birthday party ever but one person brought up an embarrassing story and I can't let it go.",Mental filter
"I won the employee of the month award but one colleague seemed unimpressed and that's what stays with me.",Mental filter
"I baked a beautiful cake but the frosting wasn't perfect and now the whole thing feels like a failure.",Mental filter
"My students all passed the final exam but one scored lower than expected and I feel like I failed them.",Mental filter
"I gave a great toast at the wedding but mispronounced one word and that moment plays on loop in my head.",Mental filter
"My family said they loved the holiday dinner but my aunt mentioned the turkey was a bit dry and I feel terrible.",Mental filter
"I've been complimented on my weight loss by everyone but one person asked if I was sick and now I feel awful.",Mental filter
"My art show was a success with dozens of sales but one painting didn't sell and that's all I can focus on.",Mental filter
"I got promoted and everyone congratulated me but one person's lukewarm response is what I keep replaying.",Mental filter
"My garden won a neighborhood prize but the judge noted one wilting plant and I feel like a fraud.",Mental filter
"I ran my best time ever in the race but kept thinking about the one runner who passed me at the end.",Mental filter
"Everyone loved my new haircut except my mom who said she liked it better before and now I hate it.",Mental filter
"I presented to 200 people and got great questions but one person left early and I'm convinced it was boring.",Mental filter
"My child's teacher said wonderful things at the parent conference but mentioned one area of improvement and I feel like a failure.",Mental filter
"I planned the perfect vacation itinerary but one restaurant was disappointing and that's what I fixate on.",Mental filter
"My colleagues praised my leadership on the project but one email criticizing a minor detail ruined my week.",Mental filter
"I saved enough money for a down payment on a house but keep worrying about the one debt I still have.",Mental filter
"My podcast episode got hundreds of positive comments but I keep rereading the five negative ones.",Mental filter
"I completed all my homework assignments on time this semester but I keep dwelling on the one I turned in late.",Mental filter
"My wedding photos were gorgeous but there's one where I look weird and I can't stop staring at it.",Mental filter
"I've maintained a healthy lifestyle for years but I had fast food once this week and I feel like I've ruined everything.",Mental filter
"Everyone said my speech was inspiring but I keep thinking about the part where I lost my place in my notes.",Mental filter
"I received ten positive client reviews this month but the one complaint is all I can think about.",Mental filter
"My daughter got accepted to her top choice college but didn't get a scholarship and that overshadows the excitement.",Mental filter
"I ran a successful fundraiser that raised thousands of dollars but I keep thinking about the one donor who declined.",Mental filter
"My therapy sessions have been going well but one difficult session makes me question all my progress.",Mental filter
"Everyone at work praised my presentation but I keep fixating on the one slide that had a formatting error.",Mental filter
"My novel received dozens of five-star reviews but I obsess over the one three-star rating.",Mental filter
"I had a great first date but one awkward pause in conversation makes me think the whole thing was a disaster.",Mental filter
"I feel like nobody truly understands me so I must be impossible to connect with.",Emotional Reasoning
"I feel restless and unsettled so something must be wrong in my life.",Emotional Reasoning
"I feel like my boss doesn't respect me so I must not be doing a good job.",Emotional Reasoning
"I feel like I'm falling behind in life because everyone else seems to be succeeding.",Emotional Reasoning
"I feel undeserving of good things so I probably don't deserve them.",Emotional Reasoning
"I feel like my friendship is one-sided so my friend must not really care.",Emotional Reasoning
"I feel like a bad employee because I didn't finish everything on my to-do list.",Emotional Reasoning
"I feel like my future is bleak so it probably is.",Emotional Reasoning
"I feel like my kids don't appreciate me so they must take me for granted.",Emotional Reasoning
"I feel like I'm losing my mind so I must be going crazy.",Emotional Reasoning
"I feel like my marriage is over even though we just had one argument.",Emotional Reasoning
"I feel like a terrible person for setting boundaries with my family.",Emotional Reasoning
"I feel like no one would miss me if I disappeared so I must not matter.",Emotional Reasoning
"I feel exhausted so I must be doing something wrong with my health.",Emotional Reasoning
"I feel like my creative work is worthless because I don't feel proud of it.",Emotional Reasoning
"I feel like I'm a bother to my therapist so they probably dread our sessions.",Emotional Reasoning
"I feel like I don't fit in at work so I must be in the wrong career.",Emotional Reasoning
"I feel like my partner is pulling away from me so they must want to leave.",Emotional Reasoning
"I feel dumb in this class so I must not be smart enough for college.",Emotional Reasoning
"I feel like I wasted my twenties so my best years must be behind me.",Emotional Reasoning
"I feel anxious about my health so I must be seriously ill.",Emotional Reasoning
"I feel like a failure as a mother because parenting is so hard for me.",Emotional Reasoning
"I feel like my friends are tired of hearing about my problems so I must be too much.",Emotional Reasoning
"I feel uncomfortable in social situations so I must be socially awkward.",Emotional Reasoning
"I feel like I'm not good enough for my partner because I feel insecure.",Emotional Reasoning
"I feel resentful toward my parents so they must have done something terrible to me.",Emotional Reasoning
"I feel like my life is meaningless because I feel empty inside.",Emotional Reasoning
"I feel like I'll never find my passion because nothing excites me right now.",Emotional Reasoning
"I feel like a fraud in my job because I don't feel confident.",Emotional Reasoning
"I feel like my sibling doesn't love me because we don't talk often.",Emotional Reasoning
"I feel overwhelmed by everything so my problems must be worse than other people's.",Emotional Reasoning
"I feel guilty for relaxing so I must be lazy.",Emotional Reasoning
"I feel like I can't do this anymore so giving up must be the right choice.",Emotional Reasoning
"I feel like the world is against me because everything feels so hard.",Emotional Reasoning
"I feel unworthy of love because I've been hurt so many times.",Emotional Reasoning
"I feel like I'm a bad influence on my friends because I'm struggling.",Emotional Reasoning
"I feel disconnected from reality so something must be seriously wrong with me.",Emotional Reasoning
"I feel like this anxiety will never end so I'll never feel normal.",Emotional Reasoning
"I feel like I ruined everything because I feel so much guilt.",Emotional Reasoning
"I feel like I'm not healing fast enough so therapy must not be working.",Emotional Reasoning
"I feel old and irrelevant so I must be past my prime.",Emotional Reasoning
"I feel like my accomplishments don't matter because I don't feel proud of them.",Emotional Reasoning
"I feel like a hypocrite so I must be one.",Emotional Reasoning
"I feel like people only tolerate me because I feel like an outsider.",Emotional Reasoning
"I feel misunderstood so nobody must truly know me.",Emotional Reasoning
"I feel bitter about my past so my past must define me.",Emotional Reasoning
"I feel like I don't belong in this family because I feel so different from them.",Emotional Reasoning
"I feel suspicious of everyone's motives because I feel vulnerable.",Emotional Reasoning
"I feel like a disappointment to myself so I must be disappointing to everyone.",Emotional Reasoning
"I feel suffocated by my responsibilities so my life must be harder than it should be.",Emotional Reasoning
"I feel invisible at work so I must not be important to the team.",Emotional Reasoning
"I feel like my pain will never go away so recovery must be impossible.",Emotional Reasoning
"I feel like I'm wasting my potential because I feel stuck.",Emotional Reasoning
"I feel like I can't do this job because I feel overwhelmed every day.",Emotional Reasoning
"I feel like I'm a worse parent than my friends because parenting feels so difficult.",Emotional Reasoning
"I feel angry all the time so I must be a bad person.",Emotional Reasoning
"I feel like nothing will ever change because I've felt this way for so long.",Emotional Reasoning
"I feel unappreciated at home so my family must not value me.",Emotional Reasoning
"I feel like everyone is doing better than me because I feel behind.",Emotional Reasoning
"I know the plane is going to crash, I shouldn't have booked this flight.",Fortune-telling
"If I go to this party alone, everyone will think I'm a loner.",Fortune-telling
"I'll definitely mess up the recipe and ruin the whole dinner.",Fortune-telling
